ID,Name,BaseName,Types,ImageURL,RegionalForms,Link,HasRegionalForms
212,Scizor,Scizor,"['bug', 'steel']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/212.png,"[{""name"": ""Scizor Mega"", ""types"": [""bug"", ""steel""], ""image"": ""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10046.png""}]",https://bulbapedia.bulbagarden.net/wiki/Scizor_(Pokémon),True
213,Shuckle,Shuckle,"['bug', 'rock']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/213.png,[],https://bulbapedia.bulbagarden.net/wiki/Shuckle_(Pokémon),False
214,Heracross,Heracross,"['bug', 'fighting']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/214.png,"[{""name"": ""Heracross Mega"", ""types"": [""bug"", ""fighting""], ""image"": ""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10047.png""}]",https://bulbapedia.bulbagarden.net/wiki/Heracross_(Pokémon),True
215,Sneasel,Sneasel,"['dark', 'ice']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/215.png,"[{""name"": ""Sneasel Hisui"", ""types"": [""fighting"", ""poison""], ""image"": ""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10235.png""}]",https://bulbapedia.bulbagarden.net/wiki/Sneasel_(Pokémon),True
216,Teddiursa,Teddiursa,['normal'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/216.png,[],https://bulbapedia.bulbagarden.net/wiki/Teddiursa_(Pokémon),False
217,Ursaring,Ursaring,['normal'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/217.png,[],https://bulbapedia.bulbagarden.net/wiki/Ursaring_(Pokémon),False
218,Slugma,Slugma,['fire'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/218.png,[],https://bulbapedia.bulbagarden.net/wiki/Slugma_(Pokémon),False
219,Magcargo,Magcargo,"['fire', 'rock']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/219.png,[],https://bulbapedia.bulbagarden.net/wiki/Magcargo_(Pokémon),False
220,Swinub,Swinub,"['ice', 'ground']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/220.png,[],https://bulbapedia.bulbagarden.net/wiki/Swinub_(Pokémon),False
221,Piloswine,Piloswine,"['ice', 'ground']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/221.png,[],https://bulbapedia.bulbagarden.net/wiki/Piloswine_(Pokémon),False
222,Corsola,Corsola,"['water', 'rock']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/222.png,"[{""name"": ""Corsola Galar"", ""types"": [""ghost""], ""image"": ""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10173.png""}]",https://bulbapedia.bulbagarden.net/wiki/Corsola_(Pokémon),True
223,Remoraid,Remoraid,['water'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/223.png,[],https://bulbapedia.bulbagarden.net/wiki/Remoraid_(Pokémon),False
224,Octillery,Octillery,['water'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/224.png,[],https://bulbapedia.bulbagarden.net/wiki/Octillery_(Pokémon),False
225,Delibird,Delibird,"['ice', 'flying']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/225.png,[],https://bulbapedia.bulbagarden.net/wiki/Delibird_(Pokémon),False
226,Mantine,Mantine,"['water', 'flying']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/226.png,[],https://bulbapedia.bulbagarden.net/wiki/Mantine_(Pokémon),False
227,Skarmory,Skarmory,"['steel', 'flying']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/227.png,"[{""name"": ""Skarmory Mega"", ""types"": [""steel"", ""flying""], ""image"": null}]",https://bulbapedia.bulbagarden.net/wiki/Skarmory_(Pokémon),True
228,Houndour,Houndour,"['dark', 'fire']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/228.png,[],https://bulbapedia.bulbagarden.net/wiki/Houndour_(Pokémon),False
229,Houndoom,Houndoom,"['dark', 'fire']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/229.png,"[{""name"": ""Houndoom Mega"", ""types"": [""dark"", ""fire""], ""image"": ""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10048.png""}]",https://bulbapedia.bulbagarden.net/wiki/Houndoom_(Pokémon),True
230,Kingdra,Kingdra,"['water', 'dragon']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/230.png,[],https://bulbapedia.bulbagarden.net/wiki/Kingdra_(Pokémon),False
231,Phanpy,Phanpy,['ground'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/231.png,[],https://bulbapedia.bulbagarden.net/wiki/Phanpy_(Pokémon),False
232,Donphan,Donphan,['ground'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/232.png,[],https://bulbapedia.bulbagarden.net/wiki/Donphan_(Pokémon),False
233,Porygon2,Porygon2,['normal'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/233.png,[],https://bulbapedia.bulbagarden.net/wiki/Porygon2_(Pokémon),False
234,Stantler,Stantler,['normal'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/234.png,[],https://bulbapedia.bulbagarden.net/wiki/Stantler_(Pokémon),False
235,Smeargle,Smeargle,['normal'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/235.png,[],https://bulbapedia.bulbagarden.net/wiki/Smeargle_(Pokémon),False
236,Tyrogue,Tyrogue,['fighting'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/236.png,[],https://bulbapedia.bulbagarden.net/wiki/Tyrogue_(Pokémon),False
237,Hitmontop,Hitmontop,['fighting'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/237.png,[],https://bulbapedia.bulbagarden.net/wiki/Hitmontop_(Pokémon),False
238,Smoochum,Smoochum,"['ice', 'psychic']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/238.png,[],https://bulbapedia.bulbagarden.net/wiki/Smoochum_(Pokémon),False
239,Elekid,Elekid,['electric'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/239.png,[],https://bulbapedia.bulbagarden.net/wiki/Elekid_(Pokémon),False
240,Magby,Magby,['fire'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/240.png,[],https://bulbapedia.bulbagarden.net/wiki/Magby_(Pokémon),False
241,Miltank,Miltank,['normal'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/241.png,[],https://bulbapedia.bulbagarden.net/wiki/Miltank_(Pokémon),False
242,Blissey,Blissey,['normal'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/242.png,[],https://bulbapedia.bulbagarden.net/wiki/Blissey_(Pokémon),False
243,Raikou,Raikou,['electric'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/243.png,[],https://bulbapedia.bulbagarden.net/wiki/Raikou_(Pokémon),False
244,Entei,Entei,['fire'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/244.png,[],https://bulbapedia.bulbagarden.net/wiki/Entei_(Pokémon),False
245,Suicune,Suicune,['water'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/245.png,[],https://bulbapedia.bulbagarden.net/wiki/Suicune_(Pokémon),False
246,Larvitar,Larvitar,"['rock', 'ground']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/246.png,[],https://bulbapedia.bulbagarden.net/wiki/Larvitar_(Pokémon),False
247,Pupitar,Pupitar,"['rock', 'ground']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/247.png,[],https://bulbapedia.bulbagarden.net/wiki/Pupitar_(Pokémon),False
248,Tyranitar,Tyranitar,"['rock', 'dark']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/248.png,"[{""name"": ""Tyranitar Mega"", ""types"": [""rock"", ""dark""], ""image"": ""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10049.png""}]",https://bulbapedia.bulbagarden.net/wiki/Tyranitar_(Pokémon),True
249,Lugia,Lugia,"['psychic', 'flying']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/249.png,[],https://bulbapedia.bulbagarden.net/wiki/Lugia_(Pokémon),False
250,Ho Oh,Ho,"['fire', 'flying']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/250.png,[],https://bulbapedia.bulbagarden.net/wiki/Ho_(Pokémon),False
251,Celebi,Celebi,"['psychic', 'grass']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/251.png,[],https://bulbapedia.bulbagarden.net/wiki/Celebi_(Pokémon),False
252,Treecko,Treecko,['grass'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/252.png,[],https://bulbapedia.bulbagarden.net/wiki/Treecko_(Pokémon),False
253,Grovyle,Grovyle,['grass'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/253.png,[],https://bulbapedia.bulbagarden.net/wiki/Grovyle_(Pokémon),False
254,Sceptile,Sceptile,['grass'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/254.png,"[{""name"": ""Sceptile Mega"", ""types"": [""grass"", ""dragon""], ""image"": ""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10065.png""}]",https://bulbapedia.bulbagarden.net/wiki/Sceptile_(Pokémon),True
255,Torchic,Torchic,['fire'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/255.png,[],https://bulbapedia.bulbagarden.net/wiki/Torchic_(Pokémon),False
256,Combusken,Combusken,"['fire', 'fighting']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/256.png,[],https://bulbapedia.bulbagarden.net/wiki/Combusken_(Pokémon),False
257,Blaziken,Blaziken,"['fire', 'fighting']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/257.png,"[{""name"": ""Blaziken Mega"", ""types"": [""fire"", ""fighting""], ""image"": ""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10050.png""}]",https://bulbapedia.bulbagarden.net/wiki/Blaziken_(Pokémon),True
258,Mudkip,Mudkip,['water'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/258.png,[],https://bulbapedia.bulbagarden.net/wiki/Mudkip_(Pokémon),False
259,Marshtomp,Marshtomp,"['water', 'ground']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/259.png,[],https://bulbapedia.bulbagarden.net/wiki/Marshtomp_(Pokémon),False
260,Swampert,Swampert,"['water', 'ground']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/260.png,"[{""name"": ""Swampert Mega"", ""types"": [""water"", ""ground""], ""image"": ""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10064.png""}]",https://bulbapedia.bulbagarden.net/wiki/Swampert_(Pokémon),True
261,Poochyena,Poochyena,['dark'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/261.png,[],https://bulbapedia.bulbagarden.net/wiki/Poochyena_(Pokémon),False
262,Mightyena,Mightyena,['dark'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/262.png,[],https://bulbapedia.bulbagarden.net/wiki/Mightyena_(Pokémon),False
263,Zigzagoon,Zigzagoon,['normal'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/263.png,"[{""name"": ""Zigzagoon Galar"", ""types"": [""dark"", ""normal""], ""image"": ""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10174.png""}]",https://bulbapedia.bulbagarden.net/wiki/Zigzagoon_(Pokémon),True
264,Linoone,Linoone,['normal'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/264.png,"[{""name"": ""Linoone Galar"", ""types"": [""dark"", ""normal""], ""image"": ""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10175.png""}]",https://bulbapedia.bulbagarden.net/wiki/Linoone_(Pokémon),True
265,Wurmple,Wurmple,['bug'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/265.png,[],https://bulbapedia.bulbagarden.net/wiki/Wurmple_(Pokémon),False
266,Silcoon,Silcoon,['bug'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/266.png,[],https://bulbapedia.bulbagarden.net/wiki/Silcoon_(Pokémon),False
267,Beautifly,Beautifly,"['bug', 'flying']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/267.png,[],https://bulbapedia.bulbagarden.net/wiki/Beautifly_(Pokémon),False
268,Cascoon,Cascoon,['bug'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/268.png,[],https://bulbapedia.bulbagarden.net/wiki/Cascoon_(Pokémon),False
269,Dustox,Dustox,"['bug', 'poison']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/269.png,[],https://bulbapedia.bulbagarden.net/wiki/Dustox_(Pokémon),False
270,Lotad,Lotad,"['water', 'grass']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/270.png,[],https://bulbapedia.bulbagarden.net/wiki/Lotad_(Pokémon),False
271,Lombre,Lombre,"['water', 'grass']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/271.png,[],https://bulbapedia.bulbagarden.net/wiki/Lombre_(Pokémon),False
272,Ludicolo,Ludicolo,"['water', 'grass']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/272.png,[],https://bulbapedia.bulbagarden.net/wiki/Ludicolo_(Pokémon),False
273,Seedot,Seedot,['grass'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/273.png,[],https://bulbapedia.bulbagarden.net/wiki/Seedot_(Pokémon),False
274,Nuzleaf,Nuzleaf,"['grass', 'dark']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/274.png,[],https://bulbapedia.bulbagarden.net/wiki/Nuzleaf_(Pokémon),False
275,Shiftry,Shiftry,"['grass', 'dark']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/275.png,[],https://bulbapedia.bulbagarden.net/wiki/Shiftry_(Pokémon),False
276,Taillow,Taillow,"['normal', 'flying']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/276.png,[],https://bulbapedia.bulbagarden.net/wiki/Taillow_(Pokémon),False
277,Swellow,Swellow,"['normal', 'flying']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/277.png,[],https://bulbapedia.bulbagarden.net/wiki/Swellow_(Pokémon),False
278,Wingull,Wingull,"['water', 'flying']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/278.png,[],https://bulbapedia.bulbagarden.net/wiki/Wingull_(Pokémon),False
279,Pelipper,Pelipper,"['water', 'flying']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/279.png,[],https://bulbapedia.bulbagarden.net/wiki/Pelipper_(Pokémon),False
280,Ralts,Ralts,"['psychic', 'fairy']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/280.png,[],https://bulbapedia.bulbagarden.net/wiki/Ralts_(Pokémon),False
281,Kirlia,Kirlia,"['psychic', 'fairy']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/281.png,[],https://bulbapedia.bulbagarden.net/wiki/Kirlia_(Pokémon),False
282,Gardevoir,Gardevoir,"['psychic', 'fairy']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/282.png,"[{""name"": ""Gardevoir Mega"", ""types"": [""psychic"", ""fairy""], ""image"": ""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10051.png""}]",https://bulbapedia.bulbagarden.net/wiki/Gardevoir_(Pokémon),True
283,Surskit,Surskit,"['bug', 'water']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/283.png,[],https://bulbapedia.bulbagarden.net/wiki/Surskit_(Pokémon),False
284,Masquerain,Masquerain,"['bug', 'flying']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/284.png,[],https://bulbapedia.bulbagarden.net/wiki/Masquerain_(Pokémon),False
285,Shroomish,Shroomish,['grass'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/285.png,[],https://bulbapedia.bulbagarden.net/wiki/Shroomish_(Pokémon),False
286,Breloom,Breloom,"['grass', 'fighting']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/286.png,[],https://bulbapedia.bulbagarden.net/wiki/Breloom_(Pokémon),False
287,Slakoth,Slakoth,['normal'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/287.png,[],https://bulbapedia.bulbagarden.net/wiki/Slakoth_(Pokémon),False
288,Vigoroth,Vigoroth,['normal'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/288.png,[],https://bulbapedia.bulbagarden.net/wiki/Vigoroth_(Pokémon),False
289,Slaking,Slaking,['normal'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/289.png,[],https://bulbapedia.bulbagarden.net/wiki/Slaking_(Pokémon),False
290,Nincada,Nincada,"['bug', 'ground']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/290.png,[],https://bulbapedia.bulbagarden.net/wiki/Nincada_(Pokémon),False
291,Ninjask,Ninjask,"['bug', 'flying']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/291.png,[],https://bulbapedia.bulbagarden.net/wiki/Ninjask_(Pokémon),False
292,Shedinja,Shedinja,"['bug', 'ghost']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/292.png,[],https://bulbapedia.bulbagarden.net/wiki/Shedinja_(Pokémon),False
293,Whismur,Whismur,['normal'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/293.png,[],https://bulbapedia.bulbagarden.net/wiki/Whismur_(Pokémon),False
294,Loudred,Loudred,['normal'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/294.png,[],https://bulbapedia.bulbagarden.net/wiki/Loudred_(Pokémon),False
295,Exploud,Exploud,['normal'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/295.png,[],https://bulbapedia.bulbagarden.net/wiki/Exploud_(Pokémon),False
296,Makuhita,Makuhita,['fighting'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/296.png,[],https://bulbapedia.bulbagarden.net/wiki/Makuhita_(Pokémon),False
297,Hariyama,Hariyama,['fighting'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/297.png,[],https://bulbapedia.bulbagarden.net/wiki/Hariyama_(Pokémon),False
298,Azurill,Azurill,"['normal', 'fairy']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/298.png,[],https://bulbapedia.bulbagarden.net/wiki/Azurill_(Pokémon),False
299,Nosepass,Nosepass,['rock'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/299.png,[],https://bulbapedia.bulbagarden.net/wiki/Nosepass_(Pokémon),False
300,Skitty,Skitty,['normal'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/300.png,[],https://bulbapedia.bulbagarden.net/wiki/Skitty_(Pokémon),False
301,Delcatty,Delcatty,['normal'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/301.png,[],https://bulbapedia.bulbagarden.net/wiki/Delcatty_(Pokémon),False
302,Sableye,Sableye,"['dark', 'ghost']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/302.png,"[{""name"": ""Sableye Mega"", ""types"": [""dark"", ""ghost""], ""image"": ""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10066.png""}]",https://bulbapedia.bulbagarden.net/wiki/Sableye_(Pokémon),True
303,Mawile,Mawile,"['steel', 'fairy']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/303.png,"[{""name"": ""Mawile Mega"", ""types"": [""steel"", ""fairy""], ""image"": ""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10052.png""}]",https://bulbapedia.bulbagarden.net/wiki/Mawile_(Pokémon),True
304,Aron,Aron,"['steel', 'rock']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/304.png,[],https://bulbapedia.bulbagarden.net/wiki/Aron_(Pokémon),False
305,Lairon,Lairon,"['steel', 'rock']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/305.png,[],https://bulbapedia.bulbagarden.net/wiki/Lairon_(Pokémon),False
306,Aggron,Aggron,"['steel', 'rock']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/306.png,"[{""name"": ""Aggron Mega"", ""types"": [""steel""], ""image"": ""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10053.png""}]",https://bulbapedia.bulbagarden.net/wiki/Aggron_(Pokémon),True
307,Meditite,Meditite,"['fighting', 'psychic']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/307.png,[],https://bulbapedia.bulbagarden.net/wiki/Meditite_(Pokémon),False
308,Medicham,Medicham,"['fighting', 'psychic']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/308.png,"[{""name"": ""Medicham Mega"", ""types"": [""fighting"", ""psychic""], ""image"": ""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10054.png""}]",https://bulbapedia.bulbagarden.net/wiki/Medicham_(Pokémon),True
309,Electrike,Electrike,['electric'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/309.png,[],https://bulbapedia.bulbagarden.net/wiki/Electrike_(Pokémon),False
310,Manectric,Manectric,['electric'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/310.png,"[{""name"": ""Manectric Mega"", ""types"": [""electric""], ""image"": ""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10055.png""}]",https://bulbapedia.bulbagarden.net/wiki/Manectric_(Pokémon),True
311,Plusle,Plusle,['electric'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/311.png,[],https://bulbapedia.bulbagarden.net/wiki/Plusle_(Pokémon),False
312,Minun,Minun,['electric'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/312.png,[],https://bulbapedia.bulbagarden.net/wiki/Minun_(Pokémon),False
313,Volbeat,Volbeat,['bug'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/313.png,[],https://bulbapedia.bulbagarden.net/wiki/Volbeat_(Pokémon),False
314,Illumise,Illumise,['bug'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/314.png,[],https://bulbapedia.bulbagarden.net/wiki/Illumise_(Pokémon),False
315,Roselia,Roselia,"['grass', 'poison']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/315.png,[],https://bulbapedia.bulbagarden.net/wiki/Roselia_(Pokémon),False
316,Gulpin,Gulpin,['poison'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/316.png,[],https://bulbapedia.bulbagarden.net/wiki/Gulpin_(Pokémon),False
317,Swalot,Swalot,['poison'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/317.png,[],https://bulbapedia.bulbagarden.net/wiki/Swalot_(Pokémon),False
318,Carvanha,Carvanha,"['water', 'dark']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/318.png,[],https://bulbapedia.bulbagarden.net/wiki/Carvanha_(Pokémon),False
319,Sharpedo,Sharpedo,"['water', 'dark']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/319.png,"[{""name"": ""Sharpedo Mega"", ""types"": [""water"", ""dark""], ""image"": ""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10070.png""}]",https://bulbapedia.bulbagarden.net/wiki/Sharpedo_(Pokémon),True
320,Wailmer,Wailmer,['water'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/320.png,[],https://bulbapedia.bulbagarden.net/wiki/Wailmer_(Pokémon),False
321,Wailord,Wailord,['water'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/321.png,[],https://bulbapedia.bulbagarden.net/wiki/Wailord_(Pokémon),False
322,Numel,Numel,"['fire', 'ground']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/322.png,[],https://bulbapedia.bulbagarden.net/wiki/Numel_(Pokémon),False
323,Camerupt,Camerupt,"['fire', 'ground']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/323.png,"[{""name"": ""Camerupt Mega"", ""types"": [""fire"", ""ground""], ""image"": ""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10087.png""}]",https://bulbapedia.bulbagarden.net/wiki/Camerupt_(Pokémon),True
324,Torkoal,Torkoal,['fire'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/324.png,[],https://bulbapedia.bulbagarden.net/wiki/Torkoal_(Pokémon),False
325,Spoink,Spoink,['psychic'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/325.png,[],https://bulbapedia.bulbagarden.net/wiki/Spoink_(Pokémon),False
326,Grumpig,Grumpig,['psychic'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/326.png,[],https://bulbapedia.bulbagarden.net/wiki/Grumpig_(Pokémon),False
327,Spinda,Spinda,['normal'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/327.png,[],https://bulbapedia.bulbagarden.net/wiki/Spinda_(Pokémon),False
328,Trapinch,Trapinch,['ground'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/328.png,[],https://bulbapedia.bulbagarden.net/wiki/Trapinch_(Pokémon),False
329,Vibrava,Vibrava,"['ground', 'dragon']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/329.png,[],https://bulbapedia.bulbagarden.net/wiki/Vibrava_(Pokémon),False
330,Flygon,Flygon,"['ground', 'dragon']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/330.png,[],https://bulbapedia.bulbagarden.net/wiki/Flygon_(Pokémon),False
331,Cacnea,Cacnea,['grass'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/331.png,[],https://bulbapedia.bulbagarden.net/wiki/Cacnea_(Pokémon),False
332,Cacturne,Cacturne,"['grass', 'dark']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/332.png,[],https://bulbapedia.bulbagarden.net/wiki/Cacturne_(Pokémon),False
333,Swablu,Swablu,"['normal', 'flying']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/333.png,[],https://bulbapedia.bulbagarden.net/wiki/Swablu_(Pokémon),False
